Purchase Date,State ID,Buyer ID,Product ID,Category ID,Quantity Purchased (lb),Purchase Price ($),Quantity Sold (lb),Sale Price ($)
2019-03-29,14,B14004,106,1,215,6.02,173,10.01
2019-03-29,15,B15000,103,1,157,3.99,155,5.36
2019-03-29,15,B15001,117,3,1407,7.4,1307,10.74
2019-03-29,15,B15002,112,2,560,9.94,536,15.16
2019-03-29,15,B15003,110,2,823,8.38,579,14.84
2019-03-29,15,B15004,111,2,1063,3.64,820,4.83
2019-03-30,1,B1000,109,2,3,5.32,2,7.14
2019-03-30,1,B1001,113,2,376,8.71,281,13.15
2019-03-30,1,B1002,113,2,347,7.27,334,9.78
2019-03-30,1,B1003,101,1,103,10.99,101,12.9
2019-03-30,1,B1004,112,2,458,10.67,414,14.79
2019-03-30,2,B2000,108,2,258,2.47,199,3.64
2019-03-30,2,B2001,101,1,104,9.28,100,11.28
2019-03-30,2,B2002,105,1,109,1.93,97,3.29
2019-03-30,2,B2003,118,3,394,1.23,367,1.5
2019-03-30,2,B2004,105,1,197,2.1,194,2.49
2019-03-30,3,B3000,109,2,14,5.56,12,8.62
2019-03-30,3,B3001,105,1,256,2.43,224,4.25
2019-03-30,3,B3002,102,1,373,4.17,315,5.95
2019-03-30,3,B3003,115,3,370,2.87,281,4.09
2019-03-30,3,B3004,110,2,1187,8.54,1018,10.52
2019-03-30,4,B4000,120,3,536,8.39,525,11.27
2019-03-30,4,B4001,110,2,50,8.55,49,14.12
2019-03-30,4,B4002,115,3,475,2.34,459,4.16
2019-03-30,4,B4003,111,2,6,4.16,5,7.15
2019-03-30,4,B4004,118,3,523,1.08,468,1.53
2019-03-30,5,B5000,114,2,48,4.26,35,6.35
2019-03-30,5,B5001,111,2,394,3.89,383,6.2
2019-03-30,5,B5002,100,1,1718,1.33,1302,1.93
2019-03-30,5,B5003,114,2,422,4.17,392,6.8
2019-03-30,5,B5004,104,1,209,2.97,198,4.77
2019-03-30,6,B6000,104,1,378,3.06,342,4.89
2019-03-30,6,B6001,112,2,26,10.55,21,15.74
2019-03-30,6,B6002,106,1,395,6.62,276,8.54
2019-03-30,6,B6003,110,2,42,9.75,36,17.05
2019-03-30,6,B6004,121,3,11,11.69,10,16.81
2019-03-30,7,B7000,116,3,744,9.48,590,13.59
2019-03-30,7,B7001,105,1,80,1.58,76,2.1
2019-03-30,7,B7002,113,2,393,7.15,354,8.38
2019-03-30,7,B7003,109,2,6,6.16,4,11.0
2019-03-30,7,B7004,113,2,223,7.61,185,9.87
2019-03-30,8,B8000,113,2,129,5.34,114,8.24
2019-03-30,8,B8001,121,3,238,9.83,182,13.51
2019-03-30,8,B8002,101,1,46,8.81,37,12.82
2019-03-30,8,B8003,104,1,1044,3.0,752,4.02
2019-03-30,8,B8004,109,2,14,5.04,13,7.63
2019-03-30,9,B9000,119,3,195,4.2,159,5.99
2019-03-30,9,B9001,117,3,1004,11.51,977,13.86
2019-03-30,9,B9002,100,1,260,1.55,252,2.19
2019-03-30,9,B9003,107,1,824,1.33,577,1.67
2019-03-30,9,B9004,104,1,750,2.46,544,3.19
2019-03-30,10,B10000,115,3,65,3.26,56,4.63
2019-03-30,10,B10001,113,2,402,7.95,365,9.53
2019-03-30,10,B10002,115,3,291,2.61,253,3.47
2019-03-30,10,B10003,107,1,184,1.3,177,2.16
2019-03-30,10,B10004,111,2,465,5.31,457,7.12
2019-03-30,11,B11000,100,1,473,1.71,376,2.92
2019-03-30,11,B11001,109,2,37,4.93,34,6.73
2019-03-30,11,B11002,104,1,302,2.83,256,4.77
2019-03-30,11,B11003,110,2,3455,9.85,3111,16.01
2019-03-30,11,B11004,121,3,160,12.7,149,15.17
2019-03-30,12,B12000,119,3,49,3.19,35,4.88
2019-03-30,12,B12001,114,2,12,3.41,11,4.85
2019-03-30,12,B12002,106,1,50,8.23,38,12.16
2019-03-30,12,B12003,113,2,175,8.25,140,9.37
2019-03-30,12,B12004,103,1,118,6.04,87,7.91
2019-03-30,13,B13000,114,2,769,4.12,612,5.22
2019-03-30,13,B13001,114,2,443,3.72,316,5.68
2019-03-30,13,B13002,100,1,844,1.28,800,1.72
2019-03-30,13,B13003,121,3,19,7.89,14,12.48
2019-03-30,13,B13004,108,2,255,3.28,189,4.81
2019-03-30,14,B14000,113,2,276,7.64,251,12.14
2019-03-30,14,B14001,104,1,1290,2.85,930,3.72
2019-03-30,14,B14002,102,1,293,3.95,261,5.19
2019-03-30,14,B14003,117,3,631,10.25,554,18.2
2019-03-30,14,B14004,119,3,361,4.28,306,6.86
2019-03-30,15,B15000,121,3,111,9.1,82,15.35
2019-03-30,15,B15001,104,1,1990,2.5,1563,4.31
2019-03-30,15,B15002,101,1,24,9.08,22,13.08
2019-03-30,15,B15003,109,2,64,5.18,51,8.05
2019-03-30,15,B15004,106,1,185,10.77,142,15.68
2019-03-31,1,B1000,115,3,18,2.75,15,4.7
2019-03-31,1,B1001,117,3,471,11.79,454,15.74
2019-03-31,1,B1002,108,2,392,2.78,330,3.24
2019-03-31,1,B1003,104,1,78,3.14,71,4.69
2019-03-31,1,B1004,111,2,273,4.92,227,8.28
2019-03-31,2,B2000,106,1,93,9.82,80,12.04
2019-03-31,2,B2001,120,3,1222,8.69,914,10.84
2019-03-31,2,B2002,103,1,15,4.57,12,5.73
2019-03-31,2,B2003,107,1,29,1.52,23,2.51
2019-03-31,2,B2004,116,3,455,7.44,342,10.9
2019-03-31,3,B3000,100,1,174,1.28,130,2.27
2019-03-31,3,B3001,100,1,62,1.41,58,2.51
2019-03-31,3,B3002,100,1,646,1.46,581,1.67
2019-03-31,3,B3003,112,2,256,10.69,221,18.83
2019-03-31,3,B3004,117,3,1677,12.0,1641,21.13
2019-03-31,4,B4000,101,1,110,8.29,84,9.23
2019-03-31,4,B4001,104,1,1480,2.86,1407,3.57
2019-03-31,4,B4002,101,1,59,10.61,45,17.71
2019-03-31,4,B4003,119,3,210,4.43,193,7.32
2019-03-31,4,B4004,115,3,184,2.97,161,4.3
2019-03-31,5,B5000,111,2,409,4.02,370,4.45
2019-03-31,5,B5001,104,1,242,2.41,204,2.69
2019-03-31,5,B5002,101,1,18,8.54,12,15.06
2019-03-31,5,B5003,109,2,23,6.89,22,9.86
2019-03-31,5,B5004,117,3,1077,9.03,1013,12.89
2019-03-31,6,B6000,115,3,188,2.94,187,3.85
2019-03-31,6,B6001,116,3,703,8.42,552,13.52
2019-03-31,6,B6002,110,2,872,10.47,791,13.39
2019-03-31,6,B6003,114,2,553,3.57,412,5.3
2019-03-31,6,B6004,121,3,76,8.01,63,11.28
2019-03-31,7,B7000,117,3,208,7.92,187,9.61
2019-03-31,7,B7001,115,3,8,2.92,6,3.22
2019-03-31,7,B7002,120,3,401,7.74,324,13.48
2019-03-31,7,B7003,112,2,407,10.07,370,11.67
2019-03-31,7,B7004,102,1,95,3.66,76,4.14
2019-03-31,8,B8000,113,2,112,5.98,98,9.64
2019-03-31,8,B8001,105,1,372,1.61,275,2.18
2019-03-31,8,B8002,107,1,1430,1.3,1003,1.81
2019-03-31,8,B8003,115,3,47,2.85,43,5.07
2019-03-31,8,B8004,110,2,354,10.52,269,16.86
2019-03-31,9,B9000,106,1,92,9.06,78,12.9
2019-03-31,9,B9001,105,1,71,2.1,61,2.35
2019-03-31,9,B9002,106,1,137,8.73,133,11.6
2019-03-31,9,B9003,105,1,267,1.53,229,2.04
2019-03-31,9,B9004,115,3,283,2.21,244,2.55
2019-03-31,10,B10000,100,1,124,1.45,97,2.45
2019-03-31,10,B10001,121,3,187,11.43,138,19.22
2019-03-31,10,B10002,107,1,947,1.61,686,2.18
2019-03-31,10,B10003,100,1,261,1.45,247,2.36
2019-03-31,10,B10004,113,2,153,11.34,125,19.43
2019-03-31,11,B11000,108,2,186,3.41,131,3.96
2019-03-31,11,B11001,100,1,1191,1.31,934,1.82
2019-03-31,11,B11002,103,1,220,4.78,175,5.64
2019-03-31,11,B11003,104,1,194,2.08,142,2.63
2019-03-31,11,B11004,103,1,131,5.93,115,6.78
2019-03-31,12,B12000,107,1,604,1.54,468,2.17
2019-03-31,12,B12001,105,1,283,1.51,282,1.71
2019-03-31,12,B12002,103,1,19,4.32,16,6.52
2019-03-31,12,B12003,107,1,110,1.65,77,2.67
2019-03-31,12,B12004,102,1,273,3.6,202,5.95
2019-03-31,13,B13000,118,3,474,1.4,444,1.55
2019-03-31,13,B13001,100,1,298,1.7,248,2.82
2019-03-31,13,B13002,100,1,429,1.33,300,2.16
2019-03-31,13,B13003,116,3,854,8.08,748,10.77
2019-03-31,13,B13004,110,2,2201,9.09,1690,13.7
2019-03-31,14,B14000,116,3,1417,5.57,1030,6.3
2019-03-31,14,B14001,118,3,742,1.21,716,1.42
2019-03-31,14,B14002,102,1,312,3.87,306,5.59
2019-03-31,14,B14003,107,1,1530,1.32,1407,2.18
2019-03-31,14,B14004,108,2,530,3.68,445,5.23
2019-03-31,15,B15000,120,3,368,10.56,269,12.71
2019-03-31,15,B15001,112,2,234,10.99,172,15.21
2019-03-31,15,B15002,117,3,1073,8.74,966,10.25
2019-03-31,15,B15003,101,1,34,11.27,30,14.53
2019-03-31,15,B15004,106,1,164,6.89,138,11.26
2019-04-01,1,B1000,118,3,394,0.9,282,1.38
2019-04-01,1,B1001,103,1,593,6.04,420,7.38
2019-04-01,1,B1002,114,2,35,3.39,26,4.65
2019-04-01,1,B1003,109,2,980,5.26,749,6.71
2019-04-01,1,B1004,106,1,736,10.2,564,12.1
2019-04-01,2,B2000,121,3,871,9.28,670,13.69
2019-04-01,2,B2001,108,2,762,3.04,685,4.22
2019-04-01,2,B2002,115,3,973,2.16,817,3.81
2019-04-01,2,B2003,119,3,220,3.29,210,3.84
2019-04-01,2,B2004,112,2,222,10.76,189,13.51
2019-04-01,3,B3000,107,1,821,0.92,737,1.16
2019-04-01,3,B3001,112,2,260,7.91,250,11.08
2019-04-01,3,B3002,106,1,1034,9.43,1003,15.29
2019-04-01,3,B3003,106,1,781,9.56,650,14.53
2019-04-01,3,B3004,108,2,316,2.43,292,4.01
2019-04-01,4,B4000,105,1,77,1.81,54,2.28
2019-04-01,4,B4001,105,1,296,2.08,237,2.42
2019-04-01,4,B4002,118,3,483,0.96,469,1.28
2019-04-01,4,B4003,101,1,81,9.6,76,12.83
2019-04-01,4,B4004,105,1,463,2.17,344,3.0
2019-04-01,5,B5000,107,1,1268,1.27,999,1.89
2019-04-01,5,B5001,102,1,1501,4.85,1253,5.35
2019-04-01,5,B5002,118,3,1231,1.14,917,1.78
2019-04-01,5,B5003,119,3,394,4.1,389,7.35
2019-04-01,5,B5004,106,1,1570,9.81,1102,15.79
2019-04-01,6,B6000,117,3,1178,8.76,963,11.22
2019-04-01,6,B6001,113,2,1723,10.61,1608,16.02
2019-04-01,6,B6002,107,1,576,1.3,421,1.52
2019-04-01,6,B6003,118,3,486,0.95,425,1.42
2019-04-01,6,B6004,111,2,3214,4.32,2403,5.69
2019-04-01,7,B7000,105,1,199,1.74,162,2.33
2019-04-01,7,B7001,114,2,198,4.3,170,5.29
2019-04-01,7,B7002,120,3,920,9.44,743,14.52
2019-04-01,7,B7003,107,1,1826,1.73,1477,2.69
2019-04-01,7,B7004,111,2,653,3.97,576,6.73
2019-04-01,8,B8000,121,3,885,10.06,837,16.04
2019-04-01,8,B8001,107,1,460,1.29,352,2.2
2019-04-01,8,B8002,107,1,398,1.23,291,2.2
2019-04-01,8,B8003,106,1,981,8.77,712,11.8
2019-04-01,8,B8004,104,1,430,2.29,401,3.77
2019-04-01,9,B9000,112,2,130,12.79,126,17.78
2019-04-01,9,B9001,115,3,1903,2.3,1817,4.13
2019-04-01,9,B9002,105,1,421,1.6,299,2.75
2019-04-01,9,B9003,104,1,50,2.6,42,4.52
2019-04-01,9,B9004,109,2,125,5.12,116,8.37
2019-04-01,10,B10000,104,1,607,3.41,585,4.15
2019-04-01,10,B10001,118,3,866,1.22,822,1.57
2019-04-01,10,B10002,117,3,1516,10.58,1451,15.65
2019-04-01,10,B10003,117,3,666,10.4,557,12.71
2019-04-01,10,B10004,114,2,65,3.84,62,5.74
2019-04-01,11,B11000,119,3,779,3.8,558,6.49
2019-04-01,11,B11001,111,2,1020,3.46,720,5.1
2019-04-01,11,B11002,120,3,441,8.92,399,14.99
2019-04-01,11,B11003,100,1,591,1.29,476,1.73
2019-04-01,11,B11004,104,1,466,3.57,448,6.31
2019-04-01,12,B12000,112,2,240,8.74,209,15.45
2019-04-01,12,B12001,107,1,766,1.5,558,2.17
2019-04-01,12,B12002,109,2,1104,5.89,960,7.96
2019-04-01,12,B12003,117,3,632,8.13,474,9.35
2019-04-01,12,B12004,116,3,582,5.49,454,8.88
2019-04-01,13,B13000,110,2,43,9.31,32,15.42
2019-04-01,13,B13001,104,1,335,2.35,239,4.07
2019-04-01,13,B13002,108,2,638,2.98,536,4.81
2019-04-01,13,B13003,114,2,273,4.63,212,6.66
2019-04-01,13,B13004,121,3,340,8.43,267,9.33
2019-04-01,14,B14000,104,1,744,2.19,670,2.47
2019-04-01,14,B14001,104,1,879,3.12,820,3.5
2019-04-01,14,B14002,105,1,312,1.56,243,2.33
2019-04-01,14,B14003,101,1,301,9.64,269,13.82
2019-04-01,14,B14004,113,2,502,7.35,416,8.9
2019-04-01,15,B15000,105,1,291,2.34,214,3.15
2019-04-01,15,B15001,115,3,1096,2.14,1034,3.79
2019-04-01,15,B15002,111,2,2577,3.69,2132,5.73
2019-04-01,15,B15003,112,2,476,11.26,446,16.35
2019-04-01,15,B15004,121,3,345,8.37,250,10.79
2019-04-02,1,B1000,105,1,373,1.59,279,2.78
2019-04-02,1,B1001,104,1,414,2.63,342,4.08
2019-04-02,1,B1002,107,1,144,1.31,131,1.74
2019-04-02,1,B1003,113,2,758,8.04,745,12.3
2019-04-02,1,B1004,100,1,1222,1.32,1207,1.94
2019-04-02,2,B2000,109,2,1229,6.65,1116,8.48
2019-04-02,2,B2001,118,3,253,1.33,216,1.76
2019-04-02,2,B2002,119,3,372,3.75,341,6.12
2019-04-02,2,B2003,112,2,354,11.57,318,19.69
2019-04-02,2,B2004,100,1,651,1.46,637,2.33
2019-04-02,3,B3000,105,1,79,2.33,74,3.73
2019-04-02,3,B3001,108,2,248,3.14,209,4.9
2019-04-02,3,B3002,109,2,85,7.72,61,13.86
2019-04-02,3,B3003,105,1,144,1.82,139,2.44
2019-04-02,3,B3004,113,2,690,7.86,598,9.06
2019-04-02,4,B4000,102,1,145,3.79,114,4.33
2019-04-02,4,B4001,107,1,527,1.17,424,2.03
2019-04-02,4,B4002,112,2,210,10.01,158,11.56
2019-04-02,4,B4003,121,3,392,11.52,296,18.11
2019-04-02,4,B4004,106,1,1036,7.58,984,8.91
2019-04-02,5,B5000,101,1,164,10.35,121,14.93
2019-04-02,5,B5001,109,2,432,4.54,304,6.7
2019-04-02,5,B5002,119,3,905,3.4,728,5.35
2019-04-02,5,B5003,101,1,359,8.95,253,13.73
2019-04-02,5,B5004,115,3,167,2.54,131,2.89
2019-04-02,6,B6000,101,1,57,7.0,49,10.26
2019-04-02,6,B6001,100,1,432,1.3,353,1.63
2019-04-02,6,B6002,102,1,389,4.23,274,5.22
2019-04-02,6,B6003,101,1,87,8.26,81,13.44
2019-04-02,6,B6004,115,3,538,2.73,529,4.6
2019-04-02,7,B7000,107,1,775,1.37,652,1.8
2019-04-02,7,B7001,111,2,2360,4.04,2035,7.03
2019-04-02,7,B7002,114,2,259,3.45,219,3.83
2019-04-02,7,B7003,118,3,241,1.03,201,1.71
2019-04-02,7,B7004,110,2,41,7.67,34,9.31
2019-04-02,8,B8000,117,3,306,7.15,224,9.05
2019-04-02,8,B8001,109,2,748,5.9,679,9.63
2019-04-02,8,B8002,114,2,559,3.78,552,5.11
2019-04-02,8,B8003,107,1,193,1.63,165,2.3
2019-04-02,8,B8004,105,1,6,1.88,5,2.16
2019-04-02,9,B9000,102,1,1932,3.89,1701,4.67
2019-04-02,9,B9001,117,3,356,13.13,274,16.54
2019-04-02,9,B9002,109,2,556,6.28,499,11.29
2019-04-02,9,B9003,120,3,1023,8.92,893,10.43
2019-04-02,9,B9004,103,1,1406,4.68,1367,6.97
2019-04-02,10,B10000,120,3,727,7.92,651,8.93
2019-04-02,10,B10001,113,2,1348,6.62,1010,11.24
2019-04-02,10,B10002,101,1,165,8.44,161,12.68
2019-04-02,10,B10003,106,1,935,8.83,914,10.71
2019-04-02,10,B10004,110,2,146,8.6,107,12.55
2019-04-02,11,B11000,121,3,191,10.16,140,15.77
2019-04-02,11,B11001,109,2,1123,5.39,800,6.11
2019-04-02,11,B11002,109,2,687,6.07,681,9.01
2019-04-02,11,B11003,109,2,456,5.83,375,7.28
2019-04-02,11,B11004,109,2,806,5.72,577,7.46
2019-04-02,12,B12000,103,1,629,5.03,624,7.4
2019-04-02,12,B12001,101,1,720,8.01,680,14.25
2019-04-02,12,B12002,105,1,97,1.62,87,2.57
2019-04-02,12,B12003,104,1,289,2.92,224,3.46
2019-04-02,12,B12004,120,3,917,8.95,869,12.67
2019-04-02,13,B13000,117,3,1944,10.48,1551,13.05
2019-04-02,13,B13001,109,2,1344,6.26,1114,9.05
2019-04-02,13,B13002,100,1,654,1.28,486,1.92
2019-04-02,13,B13003,112,2,230,9.13,183,12.05
2019-04-02,13,B13004,105,1,515,1.9,399,3.02
2019-04-02,14,B14000,116,3,400,9.24,373,16.16
2019-04-02,14,B14001,109,2,237,6.35,191,9.3
2019-04-02,14,B14002,116,3,154,7.72,133,11.4
2019-04-02,14,B14003,101,1,114,9.72,102,16.52
2019-04-02,14,B14004,118,3,305,1.08,248,1.73
2019-04-02,15,B15000,105,1,321,2.49,240,3.84
2019-04-02,15,B15001,104,1,571,2.38,480,3.17
2019-04-02,15,B15002,119,3,844,4.61,714,6.11
2019-04-02,15,B15003,115,3,32,2.36,25,3.53
2019-04-02,15,B15004,121,3,834,7.7,729,8.73
2019-04-03,1,B1000,111,2,20,3.53,19,5.44
2019-04-03,1,B1001,113,2,1177,9.0,867,10.09
2019-04-03,1,B1002,101,1,540,7.31,396,10.76
2019-04-03,1,B1003,117,3,925,11.38,668,12.93
2019-04-03,1,B1004,119,3,285,3.18,274,5.72
2019-04-03,2,B2000,116,3,406,5.86,325,9.46
2019-04-03,2,B2001,113,2,1160,8.14,1086,9.39
2019-04-03,2,B2002,109,2,1356,5.77,1212,8.39
2019-04-03,2,B2003,118,3,1848,1.39,1588,2.13
2019-04-03,2,B2004,103,1,1730,3.84,1421,5.37
2019-04-03,3,B3000,101,1,89,9.87,66,13.21
2019-04-03,3,B3001,108,2,9,2.1,7,3.3
2019-04-03,3,B3002,115,3,702,3.14,508,4.06
2019-04-03,3,B3003,107,1,944,1.68,800,2.73
2019-04-03,3,B3004,118,3,1136,0.89,975,1.47
2019-04-03,4,B4000,106,1,685,7.36,497,9.56
2019-04-03,4,B4001,105,1,108,2.29,103,3.04
2019-04-03,4,B4002,119,3,1147,4.55,903,6.6
2019-04-03,4,B4003,101,1,456,8.8,339,13.38
2019-04-03,4,B4004,119,3,1099,3.45,1033,4.56
2019-04-03,5,B5000,113,2,748,10.11,694,13.89
2019-04-03,5,B5001,113,2,289,9.56,206,16.02
2019-04-03,5,B5002,115,3,723,2.43,572,2.68
2019-04-03,5,B5003,109,2,605,6.14,558,9.89
2019-04-03,5,B5004,105,1,361,1.83,340,2.48
2019-04-03,6,B6000,113,2,225,6.78,219,11.55
2019-04-03,6,B6001,102,1,1096,2.98,865,3.75
2019-04-03,6,B6002,120,3,1974,7.06,1819,12.36
2019-04-03,6,B6003,100,1,2035,1.43,1993,2.52
2019-04-03,6,B6004,105,1,787,1.64,785,2.14
2019-04-03,7,B7000,114,2,422,3.02,412,4.01
2019-04-03,7,B7001,111,2,2403,3.75,2227,4.34
2019-04-03,7,B7002,110,2,260,10.13,236,15.25
2019-04-03,7,B7003,120,3,215,13.0,197,14.53
2019-04-03,7,B7004,113,2,460,9.28,422,13.58
2019-04-03,8,B8000,111,2,1025,3.55,759,5.57
2019-04-03,8,B8001,117,3,694,8.79,658,11.63
2019-04-03,8,B8002,114,2,206,4.04,155,4.68
2019-04-03,8,B8003,100,1,630,1.43,541,2.02
2019-04-03,8,B8004,100,1,563,1.17,542,1.38
2019-04-03,9,B9000,104,1,46,2.94,45,4.54
2019-04-03,9,B9001,110,2,74,9.76,72,15.33
2019-04-03,9,B9002,106,1,935,7.51,899,10.26
2019-04-03,9,B9003,115,3,1532,2.51,1315,4.15
2019-04-03,9,B9004,102,1,1127,3.37,1035,5.26
2019-04-03,10,B10000,105,1,314,1.84,232,2.51
2019-04-03,10,B10001,118,3,557,1.0,437,1.32
2019-04-03,10,B10002,121,3,1282,7.7,940,8.59
2019-04-03,10,B10003,105,1,20,2.09,18,2.64
2019-04-03,10,B10004,106,1,1071,8.54,998,10.62
2019-04-03,11,B11000,106,1,685,6.89,604,10.22
2019-04-03,11,B11001,111,2,1,4.66,0,8.14
2019-04-03,11,B11002,111,2,924,4.42,801,4.94
2019-04-03,11,B11003,107,1,465,1.51,328,2.42
2019-04-03,11,B11004,119,3,716,4.02,607,4.57
2019-04-03,12,B12000,105,1,5,2.26,4,3.13
2019-04-03,12,B12001,116,3,1051,7.77,1042,13.47
2019-04-03,12,B12002,109,2,635,5.91,487,7.82
2019-04-03,12,B12003,108,2,235,3.72,166,4.53
2019-04-03,12,B12004,116,3,1674,6.51,1500,9.17
2019-04-03,13,B13000,110,2,133,8.7,98,9.94
2019-04-03,13,B13001,100,1,1230,1.33,1023,1.87
2019-04-03,13,B13002,101,1,628,8.19,590,9.43
2019-04-03,13,B13003,113,2,1969,7.6,1534,9.6
2019-04-03,13,B13004,113,2,320,8.0,243,11.95
2019-04-03,14,B14000,103,1,591,3.96,541,5.82
2019-04-03,14,B14001,119,3,526,3.31,486,4.35
2019-04-03,14,B14002,119,3,695,3.6,567,5.74
2019-04-03,14,B14003,118,3,371,1.13,333,1.3
2019-04-03,14,B14004,121,3,244,10.14,210,12.99
2019-04-03,15,B15000,109,2,1280,5.24,1168,7.84
2019-04-03,15,B15001,110,2,155,9.27,119,10.42
2019-04-03,15,B15002,116,3,313,5.77,300,10.34
2019-04-03,15,B15003,108,2,1183,3.19,1027,4.1
2019-04-03,15,B15004,109,2,989,5.48,965,8.78
2019-04-04,1,B1000,110,2,45,7.78,43,10.12
2019-04-04,1,B1001,114,2,478,4.44,376,6.81
2019-04-04,1,B1002,105,1,325,2.36,295,3.07
2019-04-04,1,B1003,109,2,1143,4.88,1061,7.04
2019-04-04,1,B1004,107,1,739,1.28,589,1.83
2019-04-04,2,B2000,117,3,1174,10.54,896,16.39
2019-04-04,2,B2001,119,3,573,2.97,432,4.11
2019-04-04,2,B2002,109,2,772,6.1,634,6.77
2019-04-04,2,B2003,105,1,273,1.26,238,1.92
2019-04-04,2,B2004,100,1,819,1.46,806,2.59
2019-04-04,3,B3000,118,3,160,1.2,154,1.96
2019-04-04,3,B3001,101,1,408,10.21,374,13.79
2019-04-04,3,B3002,112,2,128,8.41,92,11.22
2019-04-04,3,B3003,108,2,307,2.87,290,4.58
2019-04-04,3,B3004,110,2,57,13.14,49,22.26
2019-04-04,4,B4000,116,3,377,6.92,305,9.94
2019-04-04,4,B4001,100,1,1430,1.11,1391,1.68
2019-04-04,4,B4002,119,3,1279,4.41,985,7.69
2019-04-04,4,B4003,110,2,202,7.7,165,11.99
2019-04-04,4,B4004,104,1,412,2.62,387,3.53
2019-04-04,5,B5000,110,2,167,9.47,153,14.88
2019-04-04,5,B5001,101,1,875,7.64,859,9.76
2019-04-04,5,B5002,121,3,387,9.4,353,15.06
2019-04-04,5,B5003,108,2,762,3.4,747,4.6
2019-04-04,5,B5004,104,1,707,2.5,499,3.81
2019-04-04,6,B6000,110,2,187,11.41,157,15.04
2019-04-04,6,B6001,101,1,348,7.94,333,8.86
2019-04-04,6,B6002,119,3,549,3.56,506,4.03
2019-04-04,6,B6003,100,1,766,1.11,636,1.23
2019-04-04,6,B6004,110,2,405,8.86,364,13.3
2019-04-04,7,B7000,117,3,1251,11.31,1015,15.99
2019-04-04,7,B7001,101,1,709,10.77,694,12.48
2019-04-04,7,B7002,112,2,118,10.33,86,13.28
2019-04-04,7,B7003,120,3,635,8.45,491,12.45
2019-04-04,7,B7004,115,3,543,2.59,507,4.63
2019-04-04,8,B8000,120,3,53,9.15,46,12.93
2019-04-04,8,B8001,103,1,460,4.2,412,4.74
2019-04-04,8,B8002,116,3,831,10.17,592,11.58
2019-04-04,8,B8003,111,2,1510,3.91,1376,6.61
2019-04-04,8,B8004,107,1,929,1.45,718,2.16
2019-04-04,9,B9000,119,3,1621,4.02,1365,6.05
2019-04-04,9,B9001,114,2,888,4.71,634,5.56
2019-04-04,9,B9002,115,3,567,1.97,524,2.85
2019-04-04,9,B9003,111,2,910,3.74,888,6.56
2019-04-04,9,B9004,103,1,829,5.72,817,9.15
2019-04-04,10,B10000,117,3,352,8.36,269,9.85
2019-04-04,10,B10001,115,3,640,3.05,527,3.61
2019-04-04,10,B10002,109,2,1351,5.42,946,8.47
2019-04-04,10,B10003,104,1,119,1.98,113,2.8
2019-04-04,10,B10004,106,1,1536,6.3,1371,11.18
2019-04-04,11,B11000,103,1,182,4.49,147,6.6
2019-04-04,11,B11001,110,2,53,9.41,42,14.04
2019-04-04,11,B11002,116,3,1032,7.27,1010,9.44
2019-04-04,11,B11003,104,1,717,2.74,680,4.78
2019-04-04,11,B11004,120,3,875,8.11,618,14.28
2019-04-04,12,B12000,118,3,331,1.15,237,1.45
2019-04-04,12,B12001,111,2,1321,5.83,1145,9.33
2019-04-04,12,B12002,103,1,285,5.89,253,8.37
2019-04-04,12,B12003,114,2,667,4.76,583,8.06
2019-04-04,12,B12004,115,3,27,2.64,19,4.35
2019-04-04,13,B13000,113,2,796,8.89,786,15.63
2019-04-04,13,B13001,110,2,227,9.47,171,13.45
2019-04-04,13,B13002,111,2,1437,5.22,1270,8.79
2019-04-04,13,B13003,115,3,1000,2.55,954,3.28
2019-04-04,13,B13004,115,3,32,3.09,23,3.92
2019-04-04,14,B14000,108,2,279,2.0,215,3.5
2019-04-04,14,B14001,120,3,556,9.8,461,15.47
2019-04-04,14,B14002,117,3,272,7.26,245,10.31
2019-04-04,14,B14003,101,1,595,10.43,583,14.2
2019-04-04,14,B14004,121,3,639,11.52,482,16.63
2019-04-04,15,B15000,120,3,161,8.45,158,9.77
2019-04-04,15,B15001,103,1,756,4.45,741,5.67
2019-04-04,15,B15002,104,1,1089,2.54,836,3.14
2019-04-04,15,B15003,111,2,2458,3.28,2303,4.64
2019-04-04,15,B15004,115,3,1820,2.4,1708,4.13
2019-04-05,1,B1000,106,1,28,9.44,24,12.66
2019-04-05,1,B1001,120,3,487,11.13,362,16.8
2019-04-05,1,B1002,112,2,182,9.13,135,14.95
2019-04-05,1,B1003,103,1,441,5.6,332,7.28
2019-04-05,1,B1004,117,3,1101,9.87,1065,15.09
2019-04-05,2,B2000,111,2,1820,3.99,1274,6.61
2019-04-05,2,B2001,101,1,287,9.34,284,12.07
2019-04-05,2,B2002,120,3,123,10.55,107,14.29
2019-04-05,2,B2003,105,1,270,2.12,237,2.44
2019-04-05,2,B2004,116,3,451,8.27,373,9.33
2019-04-05,3,B3000,112,2,135,12.84,108,17.4
2019-04-05,3,B3001,114,2,645,4.19,479,6.29
2019-04-05,3,B3002,102,1,1053,3.89,794,5.5
2019-04-05,3,B3003,113,2,609,6.44,576,9.26
2019-04-05,3,B3004,108,2,824,2.78,736,3.3
2019-04-05,4,B4000,107,1,1034,1.26,899,1.73
2019-04-05,4,B4001,120,3,710,7.0,679,9.97
2019-04-05,4,B4002,106,1,368,5.8,326,7.58
2019-04-05,4,B4003,113,2,396,8.49,351,9.85
