order_id,customer_id,customer_name,country,product_category,product_name,quantity,unit_price,unit_cost,order_date
TE240254,C1032,Customer_204,Italy,CNC Cutting Tools,Indexable Insert TNMG1604,68,3.8,1.5,2024-02-16
TE240255,C1340,Customer_109,Mexico,CNC Cutting Tools,Lathe Tool Bit,12,18.0,7.2,2024-01-26
TE240256,C1403,Customer_171,Italy,CNC Cutting Tools,Drill Bit Φ10mm,82,30.0,12.0,2024-04-15
TE240257,C1036,Customer_425,Sweden,Hand Tools,Wooden Handle Axe,400,9.0,3.6,2024-04-20
TE240258,C1417,Customer_446,Italy,CNC Cutting Tools,Drill Bit Φ10mm,86,30.0,12.0,2024-01-02
TE240259,C1142,Customer_440,South Africa,Hand Tools,Steel Shovel,376,7.2,2.9,2024-05-08
TE240260,C1409,Customer_90,USA,CNC Cutting Tools,Carbide End Mill Φ6mm,26,25.0,10.5,2024-01-08
TE240261,C1184,Customer_405,Nigeria,Hand Tools,Hoe with Long Handle,265,7.0,2.8,2024-01-09
TE240262,C1090,Customer_136,Germany,Hand Tools,Watering Can,315,6.0,2.4,2024-09-26
TE240263,C1059,Customer_382,USA,CNC Cutting Tools,Reamer Φ12mm,56,40.0,16.0,2024-09-19
TE240264,C1304,Customer_56,Australia,CNC Cutting Tools,Face Mill Cutter,88,120.0,48.0,2024-01-23
TE240265,C1373,Customer_402,Cameroon,Hand Tools,Hand Saw,366,10.0,4.0,2024-06-03
TE240266,C1235,Customer_330,Egypt,Hand Tools,Steel Pickaxe,345,8.0,3.2,2024-07-24
TE240267,C1219,Customer_352,USA,CNC Cutting Tools,Taper Shank Drill,66,28.0,11.2,2024-02-07
TE240268,C1461,Customer_42,Japan,CNC Cutting Tools,Drill Bit Φ10mm,18,30.0,12.0,2024-03-05
TE240269,C1141,Customer_320,Brazil,Hand Tools,Pruning Shears,464,12.0,4.8,2024-06-15
TE240270,C1196,Customer_306,Vietnam,Hand Tools,Garden Fork,358,6.8,2.7,2024-11-05
TE240271,C1221,Customer_51,Nigeria,Hand Tools,Garden Hoe,435,6.5,2.6,2024-11-29
TE240272,C1450,Customer_394,Thailand,Hand Tools,Wheelbarrow,210,45.0,18.0,2024-08-08
TE240273,C1232,Customer_455,France,Hand Tools,Iron Rake,332,7.5,3.0,2024-07-23
TE240274,C1213,Customer_374,USA,Hand Tools,Steel Mattock,260,8.5,3.4,2024-12-06
TE240275,C1131,Customer_192,Egypt,Hand Tools,Hand Saw,342,10.0,4.0,2024-02-04
TE240276,C1047,Customer_426,USA,CNC Cutting Tools,Slotting Cutter,22,80.0,32.0,2024-07-09
TE240277,C1416,Customer_67,Thailand,Hand Tools,Hoe with Long Handle,387,7.0,2.8,2024-10-14
TE240278,C1169,Customer_344,UK,CNC Cutting Tools,Threading Tap M8,95,5.0,2.0,2024-08-04
TE240279,C1445,Customer_469,Spain,Hand Tools,Mini Garden Trowel,407,5.0,2.0,2024-06-08
TE240280,C1181,Customer_54,Thailand,Hand Tools,Wooden Handle Axe,179,9.0,3.6,2024-12-02
TE240281,C1247,Customer_115,Ghana,Hand Tools,Iron Rake,384,7.5,3.0,2024-07-07
TE240282,C1059,Customer_391,Italy,CNC Cutting Tools,Face Mill Cutter,64,120.0,48.0,2024-10-14
TE240283,C1499,Customer_393,Kenya,Hand Tools,Hoe with Long Handle,445,7.0,2.8,2024-11-25
TE240284,C1286,Customer_14,Brazil,CNC Cutting Tools,Milling Cutter Set,98,300.0,120.0,2024-05-16
TE240285,C1015,Customer_93,Italy,CNC Cutting Tools,Ball Nose End Mill,53,35.0,14.0,2024-06-28
TE240286,C1004,Customer_93,Uganda,CNC Cutting Tools,Lathe Tool Bit,94,18.0,7.2,2024-07-24
TE240287,C1036,Customer_73,Sweden,Hand Tools,Steel Pickaxe,146,8.0,3.2,2024-09-28
TE240288,C1111,Customer_193,Australia,CNC Cutting Tools,Threading Tap M8,30,5.0,2.0,2024-07-08
TE240289,C1160,Customer_370,Japan,CNC Cutting Tools,Lathe Tool Bit,86,18.0,7.2,2024-02-13
TE240290,C1453,Customer_27,UK,CNC Cutting Tools,Lathe Tool Bit,16,18.0,7.2,2024-12-11
TE240291,C1042,Customer_140,Australia,CNC Cutting Tools,Slotting Cutter,72,80.0,32.0,2024-11-06
TE240292,C1227,Customer_213,Italy,CNC Cutting Tools,End Mill Holder,24,50.0,20.0,2024-06-25
TE240293,C1221,Customer_57,Italy,Hand Tools,Hand Saw,403,10.0,4.0,2024-09-06
TE240294,C1270,Customer_342,Japan,CNC Cutting Tools,Face Mill Cutter,60,120.0,48.0,2024-11-02
TE240295,C1029,Customer_4,France,CNC Cutting Tools,Face Mill Cutter,27,120.0,48.0,2024-05-10
TE240296,C1149,Customer_168,UK,CNC Cutting Tools,Reamer Φ12mm,65,40.0,16.0,2024-03-30
TE240297,C1067,Customer_195,Vietnam,Hand Tools,Wooden Handle Axe,356,9.0,3.6,2024-10-13
TE240298,C1427,Customer_343,Kenya,Hand Tools,Garden Hoe,303,6.5,2.6,2024-01-22
TE240299,C1224,Customer_10,Australia,CNC Cutting Tools,Indexable Insert TNMG1604,50,3.8,1.5,2024-10-21
TE240300,C1220,Customer_294,Canada,CNC Cutting Tools,Milling Cutter Set,63,300.0,120.0,2024-05-28
TE240301,C1059,Customer_208,Germany,CNC Cutting Tools,Threading Tap M8,31,5.0,2.0,2024-11-12
TE240302,C1236,Customer_426,Spain,Hand Tools,Iron Rake,145,7.5,3.0,2024-08-11
TE240303,C1433,Customer_55,Italy,CNC Cutting Tools,Lathe Tool Bit,61,18.0,7.2,2024-09-25
TE240304,C1041,Customer_203,Uganda,Hand Tools,Watering Can,273,6.0,2.4,2024-04-23
TE240305,C1171,Customer_399,UK,CNC Cutting Tools,End Mill Holder,91,50.0,20.0,2024-02-28
TE240306,C1272,Customer_262,France,Hand Tools,Gardening Gloves,278,4.0,1.6,2024-06-28
TE240307,C1373,Customer_491,Kenya,Hand Tools,Wheelbarrow,175,45.0,18.0,2024-04-30
TE240308,C1053,Customer_75,Italy,CNC Cutting Tools,Drill Bit Φ10mm,87,30.0,12.0,2024-03-19
TE240309,C1390,Customer_389,Mexico,Hand Tools,Steel Shovel,495,7.2,2.9,2024-11-17
TE240310,C1253,Customer_238,Sweden,Hand Tools,Gardening Gloves,396,4.0,1.6,2024-08-17
TE240311,C1349,Customer_474,Uganda,Hand Tools,Hand Saw,425,10.0,4.0,2024-11-15
TE240312,C1166,Customer_443,Egypt,CNC Cutting Tools,Threading Tap M8,29,5.0,2.0,2024-08-13
TE240313,C1035,Customer_241,Australia,CNC Cutting Tools,Ball Nose End Mill,45,35.0,14.0,2024-10-29
TE240314,C1029,Customer_181,Vietnam,Hand Tools,Mini Garden Trowel,336,5.0,2.0,2024-08-19
TE240315,C1020,Customer_30,Canada,Hand Tools,Mini Garden Trowel,139,5.0,2.0,2024-11-26
TE240316,C1443,Customer_438,USA,CNC Cutting Tools,Lathe Tool Bit,74,18.0,7.2,2024-07-15
TE240317,C1237,Customer_298,Thailand,Hand Tools,Gardening Gloves,478,4.0,1.6,2024-01-22
TE240318,C1231,Customer_466,Kenya,CNC Cutting Tools,Milling Cutter Set,34,300.0,120.0,2024-06-13
TE240319,C1310,Customer_244,India,CNC Cutting Tools,Carbide End Mill Φ6mm,67,25.0,10.5,2024-02-22
TE240320,C1416,Customer_461,Ghana,Hand Tools,Watering Can,143,6.0,2.4,2024-09-15
TE240321,C1331,Customer_89,Germany,CNC Cutting Tools,Taper Shank Drill,66,28.0,11.2,2024-08-12
TE240322,C1269,Customer_268,Brazil,Hand Tools,Iron Rake,290,7.5,3.0,2024-05-24
TE240323,C1199,Customer_210,Nigeria,Hand Tools,Hand Saw,406,10.0,4.0,2024-01-27
TE240324,C1405,Customer_324,Mexico,Hand Tools,Garden Hoe,268,6.5,2.6,2024-02-18
TE240325,C1286,Customer_348,Canada,Hand Tools,Mini Garden Trowel,470,5.0,2.0,2024-12-02
TE240326,C1494,Customer_465,Brazil,Hand Tools,Steel Shovel,270,7.2,2.9,2024-02-11
TE240327,C1299,Customer_340,UK,CNC Cutting Tools,Threading Tap M8,49,5.0,2.0,2024-12-01
TE240328,C1358,Customer_340,Canada,CNC Cutting Tools,Lathe Tool Bit,100,18.0,7.2,2024-02-13
TE240329,C1159,Customer_287,Canada,CNC Cutting Tools,Threading Tap M8,26,5.0,2.0,2024-12-09
TE240330,C1360,Customer_425,Egypt,Hand Tools,Hand Saw,369,10.0,4.0,2024-02-17
TE240331,C1331,Customer_344,Australia,CNC Cutting Tools,Threading Tap M8,12,5.0,2.0,2024-07-04
TE240332,C1159,Customer_93,Egypt,Hand Tools,Iron Rake,492,7.5,3.0,2024-09-05
TE240333,C1099,Customer_116,South Africa,CNC Cutting Tools,Drill Bit Φ10mm,19,30.0,12.0,2024-05-31
TE240334,C1433,Customer_404,USA,CNC Cutting Tools,End Mill Holder,77,50.0,20.0,2024-01-20
TE240335,C1339,Customer_173,Uganda,CNC Cutting Tools,Lathe Tool Bit,26,18.0,7.2,2024-11-01
TE240336,C1193,Customer_79,UK,CNC Cutting Tools,Taper Shank Drill,89,28.0,11.2,2024-03-25
TE240337,C1370,Customer_225,Germany,Hand Tools,Iron Rake,446,7.5,3.0,2024-05-01
TE240338,C1497,Customer_228,Brazil,Hand Tools,Gardening Gloves,483,4.0,1.6,2024-08-17
TE240339,C1120,Customer_274,Italy,CNC Cutting Tools,Reamer Φ12mm,34,40.0,16.0,2024-07-07
TE240340,C1348,Customer_485,Thailand,CNC Cutting Tools,Reamer Φ12mm,69,40.0,16.0,2024-05-24
TE240341,C1399,Customer_196,India,Hand Tools,Steel Mattock,182,8.5,3.4,2024-04-12
TE240342,C1411,Customer_310,UK,CNC Cutting Tools,Ball Nose End Mill,16,35.0,14.0,2024-11-24
TE240343,C1247,Customer_448,Canada,CNC Cutting Tools,Indexable Insert TNMG1604,76,3.8,1.5,2024-03-04
TE240344,C1146,Customer_43,Sweden,Hand Tools,Mini Garden Trowel,330,5.0,2.0,2024-09-19
TE240345,C1076,Customer_426,Australia,CNC Cutting Tools,Face Mill Cutter,67,120.0,48.0,2024-06-27
TE240346,C1477,Customer_14,Australia,CNC Cutting Tools,Slotting Cutter,74,80.0,32.0,2024-07-10
TE240347,C1121,Customer_198,South Africa,Hand Tools,Iron Rake,214,7.5,3.0,2024-01-15
TE240348,C1164,Customer_477,USA,CNC Cutting Tools,Taper Shank Drill,93,28.0,11.2,2024-06-20
TE240349,C1406,Customer_75,UK,CNC Cutting Tools,Ball Nose End Mill,70,35.0,14.0,2024-12-22
TE240350,C1426,Customer_72,Sweden,Hand Tools,Garden Fork,329,6.8,2.7,2024-11-11
TE240351,C1003,Customer_464,USA,CNC Cutting Tools,Ball Nose End Mill,37,35.0,14.0,2024-03-17
TE240352,C1281,Customer_482,Sweden,Hand Tools,Pruning Shears,316,12.0,4.8,2024-02-26
TE240353,C1398,Customer_148,Italy,CNC Cutting Tools,Indexable Insert TNMG1604,16,3.8,1.5,2024-05-02
TE240354,C1215,Customer_328,Nigeria,CNC Cutting Tools,Reamer Φ12mm,18,40.0,16.0,2024-02-26
TE240355,C1429,Customer_464,India,CNC Cutting Tools,End Mill Holder,12,50.0,20.0,2024-11-19
TE240356,C1264,Customer_295,Italy,CNC Cutting Tools,Drill Bit Φ10mm,47,30.0,12.0,2024-08-07
TE240357,C1001,Customer_315,Canada,CNC Cutting Tools,Lathe Tool Bit,63,18.0,7.2,2024-04-05
TE240358,C1341,Customer_343,USA,CNC Cutting Tools,Threading Tap M8,18,5.0,2.0,2024-09-26
TE240359,C1279,Customer_260,Nigeria,Hand Tools,Pruning Shears,383,12.0,4.8,2024-01-11
TE240360,C1200,Customer_448,India,Hand Tools,Hand Saw,298,10.0,4.0,2024-07-10
TE240361,C1130,Customer_383,Germany,CNC Cutting Tools,Indexable Insert TNMG1604,54,3.8,1.5,2024-05-03
TE240362,C1376,Customer_337,Brazil,Hand Tools,Gardening Gloves,397,4.0,1.6,2024-06-19
TE240363,C1069,Customer_23,Canada,CNC Cutting Tools,Threading Tap M8,92,5.0,2.0,2024-03-30
TE240364,C1426,Customer_399,Spain,Hand Tools,Watering Can,345,6.0,2.4,2024-11-19
TE240365,C1094,Customer_416,UK,Hand Tools,Watering Can,497,6.0,2.4,2024-08-22
TE240366,C1019,Customer_151,France,CNC Cutting Tools,Face Mill Cutter,15,120.0,48.0,2024-06-10
TE240367,C1478,Customer_159,Vietnam,Hand Tools,Wheelbarrow,378,45.0,18.0,2024-08-30
TE240368,C1130,Customer_19,Sweden,Hand Tools,Wooden Handle Axe,246,9.0,3.6,2024-07-01
TE240369,C1442,Customer_400,Germany,CNC Cutting Tools,Milling Cutter Set,52,300.0,120.0,2024-05-19
TE240370,C1064,Customer_410,Canada,CNC Cutting Tools,Slotting Cutter,66,80.0,32.0,2024-07-16
TE240371,C1174,Customer_499,France,CNC Cutting Tools,Taper Shank Drill,73,28.0,11.2,2024-07-07
TE240372,C1474,Customer_409,Vietnam,CNC Cutting Tools,Indexable Insert TNMG1604,64,3.8,1.5,2024-02-10
TE240373,C1221,Customer_309,South Africa,CNC Cutting Tools,Drill Bit Φ10mm,79,30.0,12.0,2024-05-30
TE240374,C1165,Customer_53,USA,CNC Cutting Tools,Milling Cutter Set,47,300.0,120.0,2024-06-05
TE240375,C1229,Customer_309,Spain,CNC Cutting Tools,Drill Bit Φ10mm,98,30.0,12.0,2024-08-15
TE240376,C1180,Customer_229,Germany,CNC Cutting Tools,Threading Tap M8,88,5.0,2.0,2024-08-10
TE240377,C1141,Customer_328,South Africa,Hand Tools,Steel Pickaxe,138,8.0,3.2,2024-12-09
TE240378,C1327,Customer_208,Canada,CNC Cutting Tools,Taper Shank Drill,96,28.0,11.2,2024-03-22
TE240379,C1488,Customer_16,UK,Hand Tools,Hoe with Long Handle,447,7.0,2.8,2024-08-12
TE240380,C1018,Customer_65,USA,CNC Cutting Tools,Milling Cutter Set,56,300.0,120.0,2024-07-04
TE240381,C1197,Customer_487,Thailand,CNC Cutting Tools,Lathe Tool Bit,29,18.0,7.2,2024-12-13
TE240382,C1231,Customer_486,Canada,CNC Cutting Tools,Reamer Φ12mm,19,40.0,16.0,2024-10-20
TE240383,C1071,Customer_272,Canada,CNC Cutting Tools,Threading Tap M8,93,5.0,2.0,2024-05-22
TE240384,C1128,Customer_492,USA,Hand Tools,Watering Can,195,6.0,2.4,2024-09-12
TE240385,C1266,Customer_199,Senegal,Hand Tools,Garden Hoe,234,6.5,2.6,2024-05-13
TE240386,C1361,Customer_229,France,Hand Tools,Hoe with Long Handle,246,7.0,2.8,2024-12-21
TE240387,C1470,Customer_252,France,CNC Cutting Tools,Drill Bit Φ10mm,19,30.0,12.0,2024-08-19
TE240388,C1089,Customer_461,Spain,CNC Cutting Tools,Indexable Insert TNMG1604,97,3.8,1.5,2024-06-12
TE240389,C1342,Customer_178,Spain,Hand Tools,Pruning Shears,377,12.0,4.8,2024-05-28
TE240390,C1457,Customer_154,Ghana,Hand Tools,Watering Can,463,6.0,2.4,2024-12-24
TE240391,C1327,Customer_90,Nigeria,Hand Tools,Pruning Shears,214,12.0,4.8,2024-03-03
TE240392,C1103,Customer_406,UK,CNC Cutting Tools,Reamer Φ12mm,13,40.0,16.0,2024-07-03
TE240393,C1284,Customer_294,Canada,CNC Cutting Tools,End Mill Holder,26,50.0,20.0,2024-11-09
TE240394,C1453,Customer_45,USA,CNC Cutting Tools,Slotting Cutter,71,80.0,32.0,2024-09-26
TE240395,C1211,Customer_394,Australia,CNC Cutting Tools,Lathe Tool Bit,19,18.0,7.2,2024-03-05
TE240396,C1498,Customer_163,Mexico,Hand Tools,Garden Fork,338,6.8,2.7,2024-12-14
TE240397,C1265,Customer_177,UK,Hand Tools,Wheelbarrow,499,45.0,18.0,2024-10-09
TE240398,C1328,Customer_301,France,CNC Cutting Tools,Drill Bit Φ10mm,65,30.0,12.0,2024-09-14
TE240399,C1467,Customer_445,Germany,CNC Cutting Tools,Indexable Insert TNMG1604,76,3.8,1.5,2024-03-19
TE240400,C1156,Customer_85,UK,CNC Cutting Tools,Taper Shank Drill,38,28.0,11.2,2024-06-26
TE240401,C1486,Customer_482,Vietnam,CNC Cutting Tools,Ball Nose End Mill,20,35.0,14.0,2024-05-08
TE240402,C1101,Customer_326,Egypt,Hand Tools,Mini Garden Trowel,164,5.0,2.0,2024-11-16
TE240403,C1156,Customer_315,Vietnam,Hand Tools,Pruning Shears,428,12.0,4.8,2024-03-27
TE240404,C1304,Customer_483,Thailand,Hand Tools,Steel Shovel,437,7.2,2.9,2024-11-15
TE240405,C1369,Customer_462,Brazil,Hand Tools,Wheelbarrow,388,45.0,18.0,2024-01-22
TE240406,C1423,Customer_443,Germany,Hand Tools,Steel Pickaxe,428,8.0,3.2,2024-10-22
TE240407,C1136,Customer_334,France,CNC Cutting Tools,Lathe Tool Bit,63,18.0,7.2,2024-11-12
TE240408,C1328,Customer_16,India,CNC Cutting Tools,Milling Cutter Set,79,300.0,120.0,2024-05-28
TE240409,C1329,Customer_490,Japan,Hand Tools,Wooden Handle Axe,450,9.0,3.6,2024-07-26
TE240410,C1153,Customer_233,USA,CNC Cutting Tools,Carbide End Mill Φ6mm,30,25.0,10.5,2024-08-13
TE240411,C1213,Customer_248,India,Hand Tools,Iron Rake,410,7.5,3.0,2024-03-14
TE240412,C1161,Customer_442,Spain,Hand Tools,Watering Can,276,6.0,2.4,2024-07-23
TE240413,C1067,Customer_390,Canada,Hand Tools,Pruning Shears,154,12.0,4.8,2024-06-12
TE240414,C1124,Customer_239,UK,CNC Cutting Tools,Reamer Φ12mm,41,40.0,16.0,2024-03-13
TE240415,C1050,Customer_26,Japan,CNC Cutting Tools,Slotting Cutter,88,80.0,32.0,2024-08-02
TE240416,C1128,Customer_493,Uganda,Hand Tools,Steel Shovel,267,7.2,2.9,2024-10-22
TE240417,C1370,Customer_161,France,CNC Cutting Tools,Drill Bit Φ10mm,73,30.0,12.0,2024-09-20
TE240418,C1240,Customer_256,Uganda,Hand Tools,Garden Fork,111,6.8,2.7,2024-02-16
TE240419,C1484,Customer_202,India,Hand Tools,Wooden Handle Axe,210,9.0,3.6,2024-10-25
TE240420,C1181,Customer_25,Germany,CNC Cutting Tools,Reamer Φ12mm,86,40.0,16.0,2024-11-30
TE240421,C1345,Customer_241,Italy,CNC Cutting Tools,Carbide End Mill Φ6mm,23,25.0,10.5,2024-08-08
TE240422,C1069,Customer_452,Italy,CNC Cutting Tools,Threading Tap M8,61,5.0,2.0,2024-07-06
TE240423,C1024,Customer_206,Germany,CNC Cutting Tools,End Mill Holder,34,50.0,20.0,2024-07-04
TE240424,C1284,Customer_148,USA,CNC Cutting Tools,End Mill Holder,67,50.0,20.0,2024-10-08
TE240425,C1144,Customer_423,South Africa,CNC Cutting Tools,Milling Cutter Set,88,300.0,120.0,2024-03-01
TE240426,C1066,Customer_500,USA,CNC Cutting Tools,Threading Tap M8,53,5.0,2.0,2024-10-12
TE240427,C1481,Customer_188,Sweden,Hand Tools,Wooden Handle Axe,408,9.0,3.6,2024-09-17
TE240428,C1206,Customer_257,Germany,Hand Tools,Steel Pickaxe,170,8.0,3.2,2024-12-31
TE240429,C1171,Customer_412,India,Hand Tools,Garden Fork,176,6.8,2.7,2024-11-06
TE240430,C1458,Customer_264,UK,CNC Cutting Tools,Lathe Tool Bit,50,18.0,7.2,2024-03-24
TE240431,C1202,Customer_316,Sweden,CNC Cutting Tools,Ball Nose End Mill,85,35.0,14.0,2024-06-21
TE240432,C1260,Customer_425,Vietnam,Hand Tools,Garden Fork,462,6.8,2.7,2024-10-15
TE240433,C1154,Customer_244,Kenya,Hand Tools,Iron Rake,269,7.5,3.0,2024-12-10
TE240434,C1057,Customer_214,Thailand,CNC Cutting Tools,Taper Shank Drill,98,28.0,11.2,2024-11-18
TE240435,C1014,Customer_306,India,CNC Cutting Tools,Milling Cutter Set,84,300.0,120.0,2024-10-22
TE240436,C1117,Customer_370,Germany,CNC Cutting Tools,Reamer Φ12mm,31,40.0,16.0,2024-09-25
TE240437,C1323,Customer_370,Brazil,CNC Cutting Tools,Slotting Cutter,28,80.0,32.0,2024-12-14
TE240438,C1125,Customer_17,Thailand,Hand Tools,Watering Can,156,6.0,2.4,2024-04-07
TE240439,C1010,Customer_226,Japan,CNC Cutting Tools,Drill Bit Φ10mm,62,30.0,12.0,2024-12-19
TE240440,C1105,Customer_211,India,CNC Cutting Tools,Lathe Tool Bit,70,18.0,7.2,2024-02-01
TE240441,C1362,Customer_71,Vietnam,CNC Cutting Tools,End Mill Holder,51,50.0,20.0,2024-12-05
TE240442,C1245,Customer_270,Canada,Hand Tools,Steel Shovel,335,7.2,2.9,2024-09-29
TE240443,C1176,Customer_280,Canada,CNC Cutting Tools,Taper Shank Drill,97,28.0,11.2,2024-11-25
TE240444,C1412,Customer_355,Italy,CNC Cutting Tools,Reamer Φ12mm,34,40.0,16.0,2024-05-06
TE240445,C1143,Customer_286,Japan,Hand Tools,Mini Garden Trowel,494,5.0,2.0,2024-05-27
TE240446,C1361,Customer_107,Spain,Hand Tools,Garden Fork,262,6.8,2.7,2024-09-02
TE240447,C1179,Customer_287,Senegal,Hand Tools,Gardening Gloves,469,4.0,1.6,2024-05-20
TE240448,C1148,Customer_63,Thailand,Hand Tools,Pruning Shears,294,12.0,4.8,2024-07-21
TE240449,C1420,Customer_177,Egypt,Hand Tools,Gardening Gloves,174,4.0,1.6,2024-05-28
TE240450,C1022,Customer_148,Egypt,CNC Cutting Tools,Indexable Insert TNMG1604,54,3.8,1.5,2024-08-14
TE240451,C1336,Customer_132,Sweden,Hand Tools,Wooden Handle Axe,203,9.0,3.6,2024-10-02
TE240452,C1139,Customer_478,Thailand,Hand Tools,Mini Garden Trowel,170,5.0,2.0,2024-02-25
TE240453,C1316,Customer_380,Thailand,Hand Tools,Wooden Handle Axe,125,9.0,3.6,2024-12-08
TE240454,C1464,Customer_272,France,Hand Tools,Wooden Handle Axe,126,9.0,3.6,2024-02-21
TE240455,C1212,Customer_170,Spain,CNC Cutting Tools,Indexable Insert TNMG1604,97,3.8,1.5,2024-03-11
TE240456,C1003,Customer_494,Vietnam,Hand Tools,Seedling Tray,180,3.5,1.4,2024-07-27
TE240457,C1335,Customer_479,Uganda,CNC Cutting Tools,Reamer Φ12mm,71,40.0,16.0,2024-11-29
TE240458,C1103,Customer_388,Egypt,Hand Tools,Iron Rake,246,7.5,3.0,2024-11-26
TE240459,C1031,Customer_465,Nigeria,CNC Cutting Tools,Milling Cutter Set,83,300.0,120.0,2024-04-28
TE240460,C1274,Customer_379,Spain,CNC Cutting Tools,Carbide End Mill Φ6mm,32,25.0,10.5,2024-08-01
TE240461,C1452,Customer_429,France,CNC Cutting Tools,Carbide End Mill Φ6mm,60,25.0,10.5,2024-09-10
TE240462,C1096,Customer_480,Sweden,Hand Tools,Wheelbarrow,248,45.0,18.0,2024-01-20
TE240463,C1005,Customer_153,Thailand,Hand Tools,Garden Hoe,271,6.5,2.6,2024-05-25
TE240464,C1233,Customer_329,Vietnam,Hand Tools,Garden Fork,168,6.8,2.7,2024-09-15
TE240465,C1240,Customer_140,France,Hand Tools,Garden Hoe,269,6.5,2.6,2024-03-24
TE240466,C1375,Customer_235,Mexico,Hand Tools,Watering Can,195,6.0,2.4,2024-01-08
TE240467,C1378,Customer_173,Nigeria,Hand Tools,Hoe with Long Handle,445,7.0,2.8,2024-04-08
TE240468,C1090,Customer_313,Uganda,Hand Tools,Seedling Tray,307,3.5,1.4,2024-08-06
TE240469,C1264,Customer_168,USA,CNC Cutting Tools,Milling Cutter Set,22,300.0,120.0,2024-04-04
TE240470,C1072,Customer_245,Japan,Hand Tools,Wooden Handle Axe,103,9.0,3.6,2024-05-13
TE240471,C1197,Customer_121,Australia,CNC Cutting Tools,Ball Nose End Mill,52,35.0,14.0,2024-06-03
TE240472,C1299,Customer_371,Thailand,Hand Tools,Mini Garden Trowel,434,5.0,2.0,2024-07-03
TE240473,C1355,Customer_121,USA,CNC Cutting Tools,Indexable Insert TNMG1604,69,3.8,1.5,2024-06-06
TE240474,C1082,Customer_208,Spain,Hand Tools,Seedling Tray,460,3.5,1.4,2024-06-08
TE240475,C1354,Customer_61,Mexico,Hand Tools,Mini Garden Trowel,288,5.0,2.0,2024-11-10
TE240476,C1114,Customer_113,Egypt,Hand Tools,Garden Fork,178,6.8,2.7,2024-08-20
TE240477,C1383,Customer_311,Canada,CNC Cutting Tools,Taper Shank Drill,80,28.0,11.2,2024-08-29
TE240478,C1388,Customer_276,Kenya,Hand Tools,Wheelbarrow,211,45.0,18.0,2024-05-06
TE240479,C1349,Customer_387,Brazil,Hand Tools,Gardening Gloves,141,4.0,1.6,2024-09-26
TE240480,C1229,Customer_271,Spain,Hand Tools,Garden Hoe,388,6.5,2.6,2024-02-27
TE240481,C1032,Customer_425,Vietnam,Hand Tools,Pruning Shears,203,12.0,4.8,2024-10-20
TE240482,C1275,Customer_77,UK,CNC Cutting Tools,End Mill Holder,66,50.0,20.0,2024-02-29
TE240483,C1349,Customer_106,Spain,Hand Tools,Garden Fork,146,6.8,2.7,2024-09-18
TE240484,C1229,Customer_415,Germany,CNC Cutting Tools,Drill Bit Φ10mm,75,30.0,12.0,2024-07-31
TE240485,C1234,Customer_289,Germany,CNC Cutting Tools,Reamer Φ12mm,96,40.0,16.0,2024-06-06
TE240486,C1371,Customer_12,Canada,Hand Tools,Wheelbarrow,101,45.0,18.0,2024-04-21
TE240487,C1297,Customer_38,Germany,CNC Cutting Tools,Threading Tap M8,99,5.0,2.0,2024-02-02
TE240488,C1278,Customer_31,Senegal,Hand Tools,Garden Hoe,341,6.5,2.6,2024-01-17
TE240489,C1147,Customer_210,France,Hand Tools,Steel Shovel,492,7.2,2.9,2024-11-24
TE240490,C1374,Customer_331,Egypt,Hand Tools,Iron Rake,295,7.5,3.0,2024-08-17
TE240491,C1446,Customer_470,Cameroon,Hand Tools,Steel Mattock,141,8.5,3.4,2024-12-15
TE240492,C1494,Customer_339,Uganda,Hand Tools,Steel Shovel,434,7.2,2.9,2024-06-27
TE240493,C1061,Customer_92,South Africa,Hand Tools,Steel Mattock,370,8.5,3.4,2024-03-06
TE240494,C1373,Customer_115,Ghana,CNC Cutting Tools,Carbide End Mill Φ6mm,48,25.0,10.5,2024-08-25
TE240495,C1345,Customer_369,Vietnam,Hand Tools,Pruning Shears,294,12.0,4.8,2024-04-27
TE240496,C1127,Customer_236,Japan,CNC Cutting Tools,Ball Nose End Mill,34,35.0,14.0,2024-02-27
TE240497,C1017,Customer_415,Mexico,Hand Tools,Hoe with Long Handle,492,7.0,2.8,2024-01-09
TE240498,C1124,Customer_106,USA,CNC Cutting Tools,Lathe Tool Bit,14,18.0,7.2,2024-08-16
TE240499,C1307,Customer_345,Spain,Hand Tools,Steel Pickaxe,225,8.0,3.2,2024-01-23
TE240500,C1206,Customer_225,Italy,Hand Tools,Wooden Handle Axe,486,9.0,3.6,2024-01-29
TE240501,C1072,Customer_258,South Africa,Hand Tools,Wooden Handle Axe,474,9.0,3.6,2024-10-21
TE240502,C1164,Customer_296,Brazil,Hand Tools,Hand Saw,264,10.0,4.0,2024-05-01
TE240503,C1155,Customer_449,UK,CNC Cutting Tools,Milling Cutter Set,76,300.0,120.0,2024-04-23
TE240504,C1212,Customer_154,Italy,Hand Tools,Pruning Shears,402,12.0,4.8,2024-03-30
TE240505,C1321,Customer_348,Australia,CNC Cutting Tools,Reamer Φ12mm,16,40.0,16.0,2024-06-25
TE240506,C1483,Customer_330,Mexico,CNC Cutting Tools,End Mill Holder,50,50.0,20.0,2024-12-22
TE240507,C1214,Customer_210,UK,Hand Tools,Steel Mattock,194,8.5,3.4,2024-10-02
